UID,2020/9/15,2020/9/16,Equal
300657.SZ,18.18,18.18,TRUE
300658.SZ,39.84,39.84,TRUE
300659.SZ,50.9,50.9,TRUE
300660.SZ,21.49,21.49,TRUE
300661.SZ,289.68,289.68,TRUE
300662.SZ,55.84,55.84,TRUE
300663.SZ,29.44,29.44,TRUE
300664.SZ,10.24,10.24,TRUE
300665.SZ,14.31,14.31,TRUE
300666.SZ,57.5,57.5,TRUE
300667.SZ,26.56,26.56,TRUE
300668.SZ,17.49,17.49,TRUE
300669.SZ,35.88,35.88,TRUE
300670.SZ,8.56,8.56,TRUE
300671.SZ,50.84,50.84,TRUE
300672.SZ,54.45,54.45,TRUE
300673.SZ,34.47,34.47,TRUE
300674.SZ,44.6,44.6,TRUE
300675.SZ,15.91,15.91,TRUE
300676.SZ,141.08,141.08,TRUE
300677.SZ,132.28,132.28,TRUE
300678.SZ,32.89,32.89,TRUE
300679.SZ,35.99,35.99,TRUE
300680.SZ,25.52,25.52,TRUE
300681.SZ,32.18,32.18,TRUE
300682.SZ,21.73,21.73,TRUE
300683.SZ,49.25,49.25,TRUE
300684.SZ,29.94,29.94,TRUE
300685.SZ,76.15,76.15,TRUE
300686.SZ,21.3,21.3,TRUE
300687.SZ,26.64,26.64,TRUE
300688.SZ,23.65,23.65,TRUE
300689.SZ,40.85,40.85,TRUE
300690.SZ,38.02,38.02,TRUE
300691.SZ,16.53,16.53,TRUE
300692.SZ,17.3,17.3,TRUE
300693.SZ,22.3,22.3,TRUE
300694.SZ,13.89,13.89,TRUE
300695.SZ,75.21,75.21,TRUE
300696.SZ,51.37,51.37,TRUE
300697.SZ,19.68,19.68,TRUE
300698.SZ,18.28,18.28,TRUE
300699.SZ,71.98,71.98,TRUE
300700.SZ,22.06,22.06,TRUE
300701.SZ,37.14,37.14,TRUE
300702.SZ,106.65,106.65,TRUE
300703.SZ,13.31,13.31,TRUE
300705.SZ,24.54,24.54,TRUE
300706.SZ,28.59,28.59,TRUE
300707.SZ,20.16,20.16,TRUE
300708.SZ,36.48,36.48,TRUE
300709.SZ,67.68,67.68,TRUE
300710.SZ,34.7,34.7,TRUE
300711.SZ,14.83,14.83,TRUE
300712.SZ,16.46,16.46,TRUE
300713.SZ,15.04,15.04,TRUE
300715.SZ,71.69,71.69,TRUE
300716.SZ,10.39,10.39,TRUE
300717.SZ,19.59,19.59,TRUE
300718.SZ,19.3,19.3,TRUE
300719.SZ,18.12,18.12,TRUE
300720.SZ,19.32,19.32,TRUE
300721.SZ,31.12,31.12,TRUE
300722.SZ,29.73,29.73,TRUE
300723.SZ,43.95,43.95,TRUE
300724.SZ,102.48,102.48,TRUE
300725.SZ,120.44,120.44,TRUE
300726.SZ,40.38,40.38,TRUE
300727.SZ,18.13,18.13,TRUE
300729.SZ,91.17,91.17,TRUE
300730.SZ,15.92,15.92,TRUE
300731.SZ,32.7,32.7,TRUE
300732.SZ,16.25,16.25,TRUE
300733.SZ,22.5,22.5,TRUE
300735.SZ,17.76,17.76,TRUE
300736.SZ,11.94,11.94,TRUE
300737.SZ,26.25,26.25,TRUE
300738.SZ,41.72,41.72,TRUE
300739.SZ,23.94,23.94,TRUE
300740.SZ,18.13,18.13,TRUE
300741.SZ,54.89,54.89,TRUE
300742.SZ,25.5,25.5,TRUE
300743.SZ,19.93,19.93,TRUE
300745.SZ,20.45,20.45,TRUE
300746.SZ,14.81,14.81,TRUE
300747.SZ,70.11,70.11,TRUE
300748.SZ,37.84,37.84,TRUE
300749.SZ,13.03,13.03,TRUE
300750.SZ,194.7,194.7,TRUE
300751.SZ,357.66,357.66,TRUE
300752.SZ,27,27,TRUE
300753.SZ,31.59,31.59,TRUE
300755.SZ,32.84,32.84,TRUE
300756.SZ,33.81,33.81,TRUE
300757.SZ,48.12,48.12,TRUE
300758.SZ,27.29,27.29,TRUE
300759.SZ,97.69,97.69,TRUE
300760.SZ,338.11,338.11,TRUE
300761.SZ,38.58,38.58,TRUE
300762.SZ,41.5,41.5,TRUE
300763.SZ,103.74,103.74,TRUE
300765.SZ,23.3,23.3,TRUE
300766.SZ,31.31,31.31,TRUE
300767.SZ,84.88,84.88,TRUE
300768.SZ,43.02,43.02,TRUE
300769.SZ,84.02,84.02,TRUE
300770.SZ,97.13,97.13,TRUE
300771.SZ,40.79,40.79,TRUE
300772.SZ,13.76,13.76,TRUE
300773.SZ,41.88,41.88,TRUE
300775.SZ,34.06,34.06,TRUE
300776.SZ,140.88,140.88,TRUE
300777.SZ,47.54,47.54,TRUE
300778.SZ,35.7,35.7,TRUE
300779.SZ,22.4,22.4,TRUE
300780.SZ,20.27,20.27,TRUE
300781.SZ,32.58,32.58,TRUE
300782.SZ,367.95,367.95,TRUE
300783.SZ,58.15,58.15,TRUE
300785.SZ,105.1,105.1,TRUE
300786.SZ,27.33,27.33,TRUE
300787.SZ,64.8,64.8,TRUE
300788.SZ,45.29,45.29,TRUE
300789.SZ,67.45,67.45,TRUE
300790.SZ,22.45,22.45,TRUE
300791.SZ,102.59,102.59,TRUE
300792.SZ,137.42,137.42,TRUE
300793.SZ,25.1,25.1,TRUE
300795.SZ,22.67,22.67,TRUE
300796.SZ,22.91,22.91,TRUE
300797.SZ,18.92,18.92,TRUE
300798.SZ,17.27,17.27,TRUE
300799.SZ,57.6,57.6,TRUE
300800.SZ,43.95,43.95,TRUE
300801.SZ,30.3,30.3,TRUE
300802.SZ,41.3,41.3,TRUE
300803.SZ,52.5,52.5,TRUE
300805.SZ,24,24,TRUE
300806.SZ,65.99,65.99,TRUE
300807.SZ,39.35,39.35,TRUE
300808.SZ,20.33,20.33,TRUE
300809.SZ,20.77,20.77,TRUE
300810.SZ,50.18,50.18,TRUE
300811.SZ,65.29,65.29,TRUE
300812.SZ,50.25,50.25,TRUE
300813.SZ,63.28,63.28,TRUE
300815.SZ,119.44,119.44,TRUE
300816.SZ,91.78,91.78,TRUE
300817.SZ,33.93,33.93,TRUE
300818.SZ,34.5,34.5,TRUE
300819.SZ,28.05,28.05,TRUE
300820.SZ,53.16,53.16,TRUE
300821.SZ,13.61,13.61,TRUE
300822.SZ,47.99,47.99,TRUE
300823.SZ,36.47,36.47,TRUE
300824.SZ,31.08,31.08,TRUE
300825.SZ,24.09,24.09,TRUE
300826.SZ,37.14,37.14,TRUE
300827.SZ,57.85,57.85,TRUE
300828.SZ,30.34,30.34,TRUE
300829.SZ,100.05,100.05,TRUE
300830.SZ,15.1,15.1,TRUE
300831.SZ,21.55,21.55,TRUE
300832.SZ,152,152,TRUE
300833.SZ,62.96,62.96,TRUE
300835.SZ,57.52,57.52,TRUE
300836.SZ,57.55,57.55,TRUE
300837.SZ,64.76,64.76,TRUE
300838.SZ,24.04,24.04,TRUE
300839.SZ,30.38,30.38,TRUE
300840.SZ,20.77,20.77,TRUE
300841.SZ,507.65,507.65,TRUE
300842.SZ,63,63,TRUE
300843.SZ,28.96,28.96,TRUE
300845.SZ,37.91,37.91,TRUE
300846.SZ,27.3,27.3,TRUE
300847.SZ,32.79,32.79,TRUE
300848.SZ,47.19,47.19,TRUE
300849.SZ,26.21,26.21,TRUE
300850.SZ,55.46,55.46,TRUE
300851.SZ,45.6,45.6,TRUE
300852.SZ,95.11,95.11,TRUE
300853.SZ,62.8,62.8,TRUE
300855.SZ,41.7,41.7,TRUE
300856.SZ,89.7,89.7,TRUE
300857.SZ,35.6,35.6,TRUE
300858.SZ,68.38,68.38,TRUE
300859.SZ,45.14,45.14,TRUE
300860.SZ,140.27,140.27,TRUE
300861.SZ,49.3,49.3,TRUE
300862.SZ,47.21,47.21,TRUE
300863.SZ,106.25,106.25,TRUE
300864.SZ,115.3,115.3,TRUE
300865.SZ,47.46,47.46,TRUE
300866.SZ,136.79,136.79,TRUE
300867.SZ,37.7,37.7,TRUE
300868.SZ,49.16,49.16,TRUE
300869.SZ,100,100,TRUE
300870.SZ,82,82,TRUE
300871.SZ,48.47,48.47,TRUE
300872.SZ,46.41,46.41,TRUE
300873.SZ,48.82,48.82,TRUE
300875.SZ,107,107,TRUE
300876.SZ,44.49,44.49,TRUE
300877.SZ,57.93,57.93,TRUE
300878.SZ,63.7,63.7,TRUE
300879.SZ,33.73,33.73,TRUE
300880.SZ,37.13,37.13,TRUE
300881.SZ,36.01,36.01,TRUE
300882.SZ,33.66,33.66,TRUE
300883.SZ,22.46,22.46,TRUE
300885.SZ,50.64,50.64,TRUE
300886.SZ,0,18.59,FALSE
300887.SZ,0,44.47,FALSE
300889.SZ,0,27.97,FALSE
600000.SH,9.86,9.86,TRUE
600004.SH,14.56,14.56,TRUE
600006.SH,4.86,4.86,TRUE
600007.SH,13.44,13.44,TRUE
600008.SH,3.25,3.25,TRUE
600009.SH,74.58,74.58,TRUE
600010.SH,1.18,1.18,TRUE
600011.SH,5.73,5.73,TRUE
600012.SH,5.29,5.29,TRUE
600015.SH,6.22,6.22,TRUE
600016.SH,5.45,5.45,TRUE
600017.SH,2.85,2.85,TRUE
600018.SH,4.34,4.34,TRUE
600019.SH,5.01,5.01,TRUE
600020.SH,3.56,3.56,TRUE
600021.SH,7.57,7.57,TRUE
600022.SH,1.43,1.43,TRUE
600023.SH,3.86,3.86,TRUE
600025.SH,4.25,4.25,TRUE
600026.SH,7.24,7.24,TRUE
600027.SH,3.73,3.73,TRUE
600028.SH,3.92,3.92,TRUE
600029.SH,6.48,6.48,TRUE
600030.SH,30.22,30.22,TRUE
600031.SH,24.02,24.02,TRUE
600033.SH,2.71,2.71,TRUE
600035.SH,3,3,TRUE
600036.SH,37.9,37.9,TRUE
600037.SH,13.05,13.05,TRUE
600038.SH,53.63,53.63,TRUE
600039.SH,4.48,4.48,TRUE
600048.SH,16.66,16.66,TRUE
600050.SH,5.03,5.03,TRUE
600051.SH,10.15,10.15,TRUE
600052.SH,3.38,3.38,TRUE
600053.SH,24.91,24.91,TRUE
600054.SH,9.48,9.48,TRUE
600055.SH,13.7,13.7,TRUE
600056.SH,14.95,14.95,TRUE
600057.SH,6.78,6.78,TRUE
600058.SH,6.89,6.89,TRUE
600059.SH,9.01,9.01,TRUE
600060.SH,13.35,13.35,TRUE
600061.SH,14.64,14.64,TRUE
600062.SH,13.05,13.05,TRUE
600063.SH,3.73,3.73,TRUE
600064.SH,11.7,11.7,TRUE
600066.SH,15.13,15.13,TRUE
600067.SH,3.73,3.73,TRUE
600068.SH,6.02,6.02,TRUE
600070.SH,13.1,13.1,TRUE
600071.SH,10.75,10.75,TRUE
600072.SH,13.19,13.19,TRUE
600073.SH,11.37,11.37,TRUE
600075.SH,6.54,6.54,TRUE
600076.SH,3.47,3.47,TRUE
600077.SH,3.7,3.7,TRUE
600078.SH,4.57,4.57,TRUE
600079.SH,32.55,32.55,TRUE
600080.SH,6.57,6.57,TRUE
600081.SH,11.28,11.28,TRUE
600082.SH,3.55,3.55,TRUE
600083.SH,7.05,7.05,TRUE
600084.SH,2.46,2.46,TRUE
600085.SH,28.5,28.5,TRUE
600086.SH,1.22,1.22,TRUE
600088.SH,12.36,12.36,TRUE
600089.SH,8.66,8.66,TRUE
600090.SH,1.91,1.91,TRUE
600091.SH,2.98,2.98,TRUE
600093.SH,11.59,11.59,TRUE
600094.SH,5.93,5.93,TRUE
600095.SH,15.36,15.36,TRUE
600096.SH,5.24,5.24,TRUE
600097.SH,9.8,9.8,TRUE
600098.SH,5.86,5.86,TRUE
600099.SH,7.03,7.03,TRUE
600100.SH,7.38,7.38,TRUE
600101.SH,6.05,6.05,TRUE
600103.SH,2.1,2.1,TRUE
600104.SH,19.67,19.67,TRUE
600105.SH,6.11,6.11,TRUE
600106.SH,2.85,2.85,TRUE
600107.SH,10.23,10.23,TRUE
600108.SH,3.6,3.6,TRUE
600109.SH,14.13,14.13,TRUE
600110.SH,5.83,5.83,TRUE
600111.SH,11.5,11.5,TRUE
600112.SH,1.8,1.8,TRUE
600113.SH,6.55,6.55,TRUE
600114.SH,10.51,10.51,TRUE
600115.SH,5.35,5.35,TRUE
600116.SH,9.85,9.85,TRUE
600117.SH,3.45,3.45,TRUE
600118.SH,34.2,34.2,TRUE
600119.SH,8.68,8.68,TRUE
600120.SH,7.07,7.07,TRUE
600121.SH,2.08,2.08,TRUE
600122.SH,1.3,1.3,TRUE
600123.SH,5.12,5.12,TRUE
600125.SH,5.27,5.27,TRUE
600126.SH,6.82,6.82,TRUE
600127.SH,12.17,12.17,TRUE
600128.SH,7.06,7.06,TRUE
600129.SH,17.36,17.36,TRUE
600130.SH,4.75,4.75,TRUE
600131.SH,19.1,19.1,TRUE
600132.SH,98.55,98.55,TRUE
600133.SH,6.02,6.02,TRUE
600135.SH,6.91,6.91,TRUE
600136.SH,7.18,7.18,TRUE
600137.SH,16.93,16.93,TRUE
600138.SH,12.31,12.31,TRUE
600139.SH,3.82,3.82,TRUE
600141.SH,10.37,10.37,TRUE
600143.SH,16.8,16.8,TRUE
600145.SH,1.76,1.76,TRUE
600146.SH,2.06,2.06,TRUE
600148.SH,14.55,14.55,TRUE
600149.SH,5.05,5.05,TRUE
600150.SH,19.26,19.26,TRUE
600151.SH,8.59,8.59,TRUE
600152.SH,7.07,7.07,TRUE
600153.SH,8.84,8.84,TRUE
600155.SH,12.79,12.79,TRUE
600156.SH,5.28,5.28,TRUE
600157.SH,1.55,1.55,TRUE
600158.SH,11.97,11.97,TRUE
600159.SH,2.7,2.7,TRUE
600160.SH,6.63,6.63,TRUE
600161.SH,40.48,40.48,TRUE
600162.SH,2.12,2.12,TRUE
600163.SH,3.76,3.76,TRUE
600165.SH,6.65,6.65,TRUE
600166.SH,2.65,2.65,TRUE
600167.SH,12.51,12.51,TRUE
600168.SH,7.39,7.39,TRUE
600169.SH,2.09,2.09,TRUE
600170.SH,3.15,3.15,TRUE
600171.SH,16.93,16.93,TRUE
600172.SH,3.45,3.45,TRUE
600173.SH,5.05,5.05,TRUE
600176.SH,14.86,14.86,TRUE
600177.SH,7.19,7.19,TRUE
600178.SH,6.86,6.86,TRUE
600179.SH,5.14,5.14,TRUE
600180.SH,6.59,6.59,TRUE
600182.SH,14.23,14.23,TRUE
600183.SH,22.98,22.98,TRUE
600184.SH,10.94,10.94,TRUE
600185.SH,11.24,11.24,TRUE
600186.SH,2.86,2.86,TRUE
600187.SH,2.65,2.65,TRUE
600188.SH,9.07,9.07,TRUE
600189.SH,5.6,5.6,TRUE
600190.SH,3.08,3.08,TRUE
600191.SH,6.18,6.18,TRUE
600192.SH,5.14,5.14,TRUE
600193.SH,4.91,4.91,TRUE
600195.SH,15.04,15.04,TRUE
600196.SH,49.68,49.68,TRUE
600197.SH,19.93,19.93,TRUE
600198.SH,11.54,11.54,TRUE
600199.SH,6.66,6.66,TRUE
600200.SH,6.07,6.07,TRUE
600201.SH,26.4,26.4,TRUE
600202.SH,4.53,4.53,TRUE
600203.SH,7.11,7.11,TRUE
600206.SH,13.77,13.77,TRUE
600207.SH,5.15,5.15,TRUE
600208.SH,3.71,3.71,TRUE
600209.SH,5.18,5.18,TRUE
600210.SH,4.36,4.36,TRUE
600211.SH,79.01,79.01,TRUE
600212.SH,3.07,3.07,TRUE
600213.SH,7.15,7.15,TRUE
600215.SH,5.2,5.2,TRUE
600216.SH,16.31,16.31,TRUE
600217.SH,5.35,5.35,TRUE
600218.SH,11.13,11.13,TRUE
600219.SH,2.44,2.44,TRUE
600220.SH,3.17,3.17,TRUE
600221.SH,1.82,1.82,TRUE
600222.SH,5.84,5.84,TRUE
600223.SH,10.13,10.13,TRUE
600225.SH,1.96,1.96,TRUE
600226.SH,1.72,1.72,TRUE
600227.SH,3.45,3.45,TRUE
600228.SH,13.23,13.23,TRUE
600229.SH,7.28,7.28,TRUE
600230.SH,11.51,11.51,TRUE
600231.SH,2.29,2.29,TRUE
600232.SH,5.94,5.94,TRUE
600233.SH,14.85,14.85,TRUE
600234.SH,9.25,9.25,TRUE
600235.SH,5.21,5.21,TRUE
600236.SH,4.91,4.91,TRUE
600237.SH,4.96,4.96,TRUE
600238.SH,4.58,4.58,TRUE
600239.SH,3.43,3.43,TRUE
600241.SH,3.79,3.79,TRUE
600242.SH,3.01,3.01,TRUE
600243.SH,2.81,2.81,TRUE
600246.SH,9.72,9.72,TRUE
600247.SH,1.9,1.9,TRUE
600248.SH,4.15,4.15,TRUE
600249.SH,4.63,4.63,TRUE
600250.SH,6.64,6.64,TRUE
600251.SH,7.99,7.99,TRUE
600252.SH,3.4,3.4,TRUE
600255.SH,1.35,1.35,TRUE
600256.SH,2.85,2.85,TRUE
600257.SH,4.46,4.46,TRUE
600258.SH,19.97,19.97,TRUE
600259.SH,32.15,32.15,TRUE
600260.SH,12.36,12.36,TRUE
600261.SH,4.08,4.08,TRUE
600262.SH,17.47,17.47,TRUE
600265.SH,21,21,TRUE
600266.SH,6,6,TRUE
600267.SH,17.09,17.09,TRUE
600268.SH,6.67,6.67,TRUE
600269.SH,3.51,3.51,TRUE
600271.SH,16.5,16.5,TRUE
600272.SH,8.19,8.19,TRUE
600273.SH,12.02,12.02,TRUE
600275.SH,3.52,3.52,TRUE
600276.SH,91.1,91.1,TRUE
600277.SH,3.53,3.53,TRUE
600278.SH,9.65,9.65,TRUE
600279.SH,3.98,3.98,TRUE
600280.SH,1.69,1.69,TRUE
600281.SH,4,4,TRUE
600282.SH,3.1,3.1,TRUE
600283.SH,10.88,10.88,TRUE
600284.SH,6.36,6.36,TRUE
600285.SH,10.7,10.7,TRUE
600287.SH,5.76,5.76,TRUE
600288.SH,11.38,11.38,TRUE
600289.SH,4.35,4.35,TRUE
600290.SH,1.47,1.47,TRUE
600291.SH,5.91,5.91,TRUE
600292.SH,5.62,5.62,TRUE
600293.SH,2.72,2.72,TRUE
600295.SH,8.68,8.68,TRUE
600297.SH,3.78,3.78,TRUE
600298.SH,57.48,57.48,TRUE
600299.SH,13.54,13.54,TRUE
600300.SH,4.17,4.17,TRUE
600301.SH,6.54,6.54,TRUE
600302.SH,4.81,4.81,TRUE
600303.SH,3.71,3.71,TRUE
600305.SH,22.76,22.76,TRUE
600306.SH,3.94,3.94,TRUE
600307.SH,1.61,1.61,TRUE
600308.SH,5.01,5.01,TRUE
600309.SH,75.4,75.4,TRUE
600310.SH,4.08,4.08,TRUE
600311.SH,1.86,1.86,TRUE
600312.SH,7.45,7.45,TRUE
600313.SH,5.08,5.08,TRUE
600315.SH,37.8,37.8,TRUE
600316.SH,31.66,31.66,TRUE
600317.SH,2.59,2.59,TRUE
600318.SH,10.33,10.33,TRUE
600319.SH,4.6,4.6,TRUE
600320.SH,3.05,3.05,TRUE
600321.SH,2.28,2.28,TRUE
600322.SH,2.71,2.71,TRUE
600323.SH,28.77,28.77,TRUE
600325.SH,6.96,6.96,TRUE
600326.SH,8.42,8.42,TRUE
600327.SH,4.51,4.51,TRUE
600328.SH,7.61,7.61,TRUE
600329.SH,16.33,16.33,TRUE
600330.SH,10.44,10.44,TRUE
600331.SH,2.49,2.49,TRUE
600332.SH,31.19,31.19,TRUE
600333.SH,4.16,4.16,TRUE
600335.SH,5.57,5.57,TRUE
600336.SH,6.74,6.74,TRUE
600337.SH,5.73,5.73,TRUE
600338.SH,9.13,9.13,TRUE
600339.SH,3.19,3.19,TRUE
600340.SH,16.16,16.16,TRUE
600343.SH,9.98,9.98,TRUE
600345.SH,22.34,22.34,TRUE
600346.SH,19.3,19.3,TRUE
600348.SH,4.71,4.71,TRUE
600350.SH,5.81,5.81,TRUE
600351.SH,5.9,5.9,TRUE
600352.SH,13.85,13.85,TRUE
600353.SH,5.82,5.82,TRUE
600354.SH,4.1,4.1,TRUE
600355.SH,3.23,3.23,TRUE
600356.SH,8.96,8.96,TRUE
600358.SH,3.02,3.02,TRUE
600359.SH,9.65,9.65,TRUE
600360.SH,8.67,8.67,TRUE
600361.SH,4.45,4.45,TRUE
600362.SH,15.41,15.41,TRUE
600363.SH,21.2,21.2,TRUE
600365.SH,2.71,2.71,TRUE
600366.SH,6.28,6.28,TRUE
600367.SH,7.33,7.33,TRUE
600368.SH,3.52,3.52,TRUE
600369.SH,5.18,5.18,TRUE
600370.SH,3.38,3.38,TRUE
600371.SH,15.8,15.8,TRUE
600372.SH,16.41,16.41,TRUE
600373.SH,12.16,12.16,TRUE
600375.SH,7.63,7.63,TRUE
600376.SH,6.84,6.84,TRUE
600377.SH,9.5,9.5,TRUE
600378.SH,21.2,21.2,TRUE
600379.SH,6.1,6.1,TRUE
600380.SH,17.4,17.4,TRUE
600381.SH,5.03,5.03,TRUE
600382.SH,5.37,5.37,TRUE
600383.SH,15.04,15.04,TRUE
600385.SH,6.51,6.51,TRUE
600386.SH,3.72,3.72,TRUE
600387.SH,7.05,7.05,TRUE
600388.SH,10,10,TRUE
600389.SH,23.53,23.53,TRUE
600390.SH,7.45,7.45,TRUE
600391.SH,23.82,23.82,TRUE
600392.SH,7.57,7.57,TRUE
600393.SH,2.79,2.79,TRUE
600395.SH,5.9,5.9,TRUE
600396.SH,2.76,2.76,TRUE
600397.SH,2.63,2.63,TRUE
600398.SH,6.66,6.66,TRUE
600399.SH,7.34,7.34,TRUE
600400.SH,3.42,3.42,TRUE
600403.SH,3.76,3.76,TRUE
600405.SH,6.2,6.2,TRUE
600406.SH,20.24,20.24,TRUE
600408.SH,1.81,1.81,TRUE
600409.SH,6.47,6.47,TRUE
600410.SH,12.79,12.79,TRUE
600415.SH,6.02,6.02,TRUE
600416.SH,16.7,16.7,TRUE
600418.SH,7.92,7.92,TRUE
600419.SH,16.27,16.27,TRUE
600420.SH,9.84,9.84,TRUE
600421.SH,16.25,16.25,TRUE
600422.SH,10.06,10.06,TRUE
600423.SH,2.86,2.86,TRUE
600425.SH,5.98,5.98,TRUE
600426.SH,25.23,25.23,TRUE
600428.SH,3.42,3.42,TRUE
600429.SH,5.49,5.49,TRUE
600433.SH,3.79,3.79,TRUE
600435.SH,9.05,9.05,TRUE
600436.SH,250.2,250.2,TRUE
600438.SH,25,25,TRUE
600439.SH,3.23,3.23,TRUE
600444.SH,10.92,10.92,TRUE
600446.SH,18.38,18.38,TRUE
600448.SH,4.22,4.22,TRUE
600449.SH,15.14,15.14,TRUE
600452.SH,17.97,17.97,TRUE
600455.SH,26.46,26.46,TRUE
600456.SH,28.9,28.9,TRUE
600458.SH,7.1,7.1,TRUE
600459.SH,21.83,21.83,TRUE
600460.SH,17.47,17.47,TRUE
600461.SH,6.52,6.52,TRUE
600462.SH,2.27,2.27,TRUE
600463.SH,7.41,7.41,TRUE
600466.SH,5.39,5.39,TRUE
600467.SH,2.83,2.83,TRUE
600468.SH,5.87,5.87,TRUE
600469.SH,4.93,4.93,TRUE
600470.SH,3.37,3.37,TRUE
600475.SH,12.84,12.84,TRUE
600476.SH,12.86,12.86,TRUE
600477.SH,4.34,4.34,TRUE
600478.SH,4.17,4.17,TRUE
600479.SH,9.27,9.27,TRUE
600480.SH,9.8,9.8,TRUE
600481.SH,3.37,3.37,TRUE
600482.SH,18.03,18.03,TRUE
600483.SH,7.95,7.95,TRUE
600485.SH,1.39,1.39,TRUE
600486.SH,89.65,89.65,TRUE
600487.SH,14.85,14.85,TRUE
600488.SH,4.76,4.76,TRUE
600489.SH,11.18,11.18,TRUE
600490.SH,3.94,3.94,TRUE
600491.SH,8.54,8.54,TRUE
600493.SH,6.01,6.01,TRUE
600495.SH,4.24,4.24,TRUE
600496.SH,5.9,5.9,TRUE
600497.SH,3.99,3.99,TRUE
600498.SH,24.21,24.21,TRUE
600499.SH,4.21,4.21,TRUE
600500.SH,5.4,5.4,TRUE
600501.SH,11.09,11.09,TRUE
600502.SH,4.34,4.34,TRUE
600503.SH,3.87,3.87,TRUE
600505.SH,7.7,7.7,TRUE
600506.SH,10.66,10.66,TRUE
600507.SH,5.61,5.61,TRUE
600508.SH,8.73,8.73,TRUE
600509.SH,3.76,3.76,TRUE
600510.SH,8.15,8.15,TRUE
600511.SH,43.75,43.75,TRUE
600512.SH,3.07,3.07,TRUE
600513.SH,10.22,10.22,TRUE
600515.SH,9.47,9.47,TRUE
600516.SH,6.44,6.44,TRUE
600517.SH,6.84,6.84,TRUE
600518.SH,4.59,4.59,TRUE
600519.SH,1760,1760,TRUE
600520.SH,8.95,8.95,TRUE
600521.SH,37.72,37.72,TRUE
600522.SH,10.94,10.94,TRUE
600523.SH,16.77,16.77,TRUE
600525.SH,6.59,6.59,TRUE
600526.SH,5.46,5.46,TRUE
600527.SH,3.07,3.07,TRUE
600528.SH,9.27,9.27,TRUE
600529.SH,46.52,46.52,TRUE
600530.SH,2.85,2.85,TRUE
600531.SH,5.14,5.14,TRUE
600532.SH,9.78,9.78,TRUE
600533.SH,3.41,3.41,TRUE
600535.SH,18.07,18.07,TRUE
600536.SH,87.74,87.74,TRUE
600537.SH,3.85,3.85,TRUE
600538.SH,6.16,6.16,TRUE
600539.SH,7.19,7.19,TRUE
600540.SH,5.38,5.38,TRUE
600543.SH,7.72,7.72,TRUE
600545.SH,4.88,4.88,TRUE
600546.SH,10.08,10.08,TRUE
600547.SH,27.64,27.64,TRUE
600548.SH,8.91,8.91,TRUE
600549.SH,14.16,14.16,TRUE
600550.SH,4.69,4.69,TRUE
600551.SH,8.86,8.86,TRUE
600552.SH,6.6,6.6,TRUE
600555.SH,2,2,TRUE
600556.SH,19.23,19.23,TRUE
600557.SH,12.54,12.54,TRUE
600558.SH,3.35,3.35,TRUE
600559.SH,12.04,12.04,TRUE
600560.SH,9.97,9.97,TRUE
600561.SH,5.15,5.15,TRUE
600562.SH,18.32,18.32,TRUE
600563.SH,65.79,65.79,TRUE
600565.SH,2.99,2.99,TRUE
600566.SH,23.5,23.5,TRUE
600567.SH,3.14,3.14,TRUE
600568.SH,1.56,1.56,TRUE
600569.SH,2.12,2.12,TRUE
600570.SH,100.5,100.5,TRUE
600571.SH,8.94,8.94,TRUE
600572.SH,5.41,5.41,TRUE
600573.SH,7.34,7.34,TRUE
600575.SH,2.27,2.27,TRUE
600576.SH,4.15,4.15,TRUE
600577.SH,3.75,3.75,TRUE
600578.SH,3.07,3.07,TRUE
600579.SH,6.95,6.95,TRUE
600580.SH,13.18,13.18,TRUE
600581.SH,3.74,3.74,TRUE
600582.SH,3.27,3.27,TRUE
600583.SH,4.64,4.64,TRUE
600584.SH,36.24,36.24,TRUE
600585.SH,59.19,59.19,TRUE
600586.SH,3.48,3.48,TRUE
600587.SH,16.56,16.56,TRUE
600588.SH,38.95,38.95,TRUE
600589.SH,4.37,4.37,TRUE
600590.SH,6.21,6.21,TRUE
600592.SH,11.84,11.84,TRUE
600593.SH,41.62,41.62,TRUE
600594.SH,6.07,6.07,TRUE
600595.SH,2.05,2.05,TRUE
600596.SH,9.18,9.18,TRUE
600597.SH,17.39,17.39,TRUE
600598.SH,18.7,18.7,TRUE
600599.SH,5.56,5.56,TRUE
600600.SH,78.85,78.85,TRUE
600601.SH,4.27,4.27,TRUE
600602.SH,7.12,7.12,TRUE
600603.SH,5.78,5.78,TRUE
600604.SH,7.99,7.99,TRUE
600605.SH,12.47,12.47,TRUE
600606.SH,7.03,7.03,TRUE
600608.SH,4.5,4.5,TRUE
600609.SH,7.12,7.12,TRUE
600610.SH,4.95,4.95,TRUE
600611.SH,3.82,3.82,TRUE
600612.SH,49.99,49.99,TRUE
600613.SH,6.94,6.94,TRUE
600614.SH,0.74,0.74,TRUE
600615.SH,8.75,8.75,TRUE
600616.SH,4.85,4.85,TRUE
600617.SH,4.59,4.59,TRUE
600618.SH,7.55,7.55,TRUE
600619.SH,7.94,7.94,TRUE
600620.SH,8.06,8.06,TRUE
600621.SH,19.35,19.35,TRUE
600622.SH,3.97,3.97,TRUE
600623.SH,5.51,5.51,TRUE
600624.SH,9.25,9.25,TRUE
600626.SH,4.58,4.58,TRUE
600628.SH,9.99,9.99,TRUE
